iteration,coefname,beta,se,z,p
13,(Intercept),2203.482513625154,73.39848090685837,30.020819046941067,5.250227016810604e-198
13,load: yes,88.63030829117689,15.794864493608236,5.611337047370253,2.0076929003412387e-8
13,prec: maintain,-396.61994098576815,35.735693551468174,-11.098705567713077,1.2727380519173232e-28
13,spkr: old,51.89073859014559,15.794889542021794,3.2852865765279304,0.0010187869248103765
14,(Intercept),2285.3593653784587,75.99063438229528,30.07422406662938,1.0531749880545284e-198
14,load: yes,81.93816681542717,16.604739659128942,4.9346252032550995,8.030481800798585e-7
14,prec: maintain,-356.3527348908855,55.04281548111267,-6.474100784564045,9.537822603036169e-11
14,spkr: old,106.11634478878844,16.604761095127248,6.390717950162428,1.6510868392964935e-10
15,(Intercept),2208.4387790650817,73.3574617824925,30.1051689276434,4.1464264027296796e-199
15,load: yes,88.1680603724812,15.9571904175946,5.52528722570522,3.289470146719492e-8
15,prec: maintain,-389.8824263634115,43.06768564732403,-9.052783322422075,1.3936966324975852e-19
15,spkr: old,67.35159244148429,15.95721267357358,4.220761721940568,2.4347819228188355e-5
16,(Intercept),2032.289106997584,86.47445146655996,23.50161316471003,3.926733280577982e-122
16,load: yes,79.46325516764728,15.97802355632257,4.973284391998742,6.582798014890199e-7
16,prec: maintain,-279.59060741215575,54.844956249528316,-5.097836273951997,3.4355775896431637e-7
16,spkr: old,71.31680876661424,15.97804515178311,4.463425161785543,8.06597788615936e-6
17,(Intercept),2084.5022397782664,74.19814935031667,28.093722795383574,1.168814859132869e-173
17,load: yes,111.25226505297469,15.771092309325354,7.054188947153133,1.7361034117544092e-12
17,prec: maintain,-325.1899475131185,48.52299199363869,-6.701770318610001,2.0590951181284053e-11
17,spkr: old,36.505905633359546,15.771112572415536,2.3147324239641915,0.0206275801549259
18,(Intercept),2019.1997891785606,84.92616195195582,23.775945395022756,5.924640179415273e-125
18,load: yes,84.50283162190111,16.14344557555898,5.234497878807085,1.6543397143409912e-7
18,prec: maintain,-345.62944734768485,47.56940187501622,-7.265793424432604,3.7085496711480456e-13
18,spkr: old,72.85833363063004,16.14346761475131,4.51317742689029,6.38635519971917e-6
19,(Intercept),2123.189680234612,89.53131566862166,23.714492123550166,2.555723021067398e-124
19,load: yes,78.69664744324167,15.565038507362257,5.055987969834973,4.28168324954005e-7
19,prec: maintain,-297.4071420407445,51.78057556866952,-5.74360440714557,9.268217225424933e-9
19,spkr: old,84.6366091188871,15.565059695362159,5.437602603227139,5.400225350974034e-8
20,(Intercept),2240.76445662014,80.70789994357376,27.76388009335829,1.1847614288489241e-169
20,load: yes,93.15678013456096,16.093830547142595,5.788353485000538,7.107970884231085e-9
20,prec: maintain,-391.3022932278089,45.67196268904393,-8.567669751614963,1.056001273163194e-17
20,spkr: old,70.4639640232242,16.093852475000155,4.378315517225065,1.1960011886706216e-5
21,(Intercept),2096.0068090837017,79.09405254412663,26.500182272419764,9.645555832847097e-155
21,load: yes,90.2160595943676,16.40329604507553,5.499873887934344,3.800629828826803e-8
21,prec: maintain,-317.7656901582103,44.86576896226011,-7.082586513239221,1.4148837432685436e-12
21,spkr: old,83.5889691795029,16.4033184935522,5.095857232325274,3.471666934397897e-7
22,(Intercept),2133.7464159820584,70.76385582604668,30.153054706731673,9.781472994311001e-200
22,load: yes,80.52203967064439,15.926055759353817,5.055993830949107,4.28155173439498e-7
22,prec: maintain,-404.5845502167142,50.206131508273145,-8.058468917288426,7.725596043011919e-16
22,spkr: old,64.33829504926094,15.926076178194851,4.0398083199771175,5.349490277058929e-5
23,(Intercept),2176.4209976675866,71.12287625793154,30.600857448096733,1.1922250280002023e-205
23,load: yes,92.02368867652388,16.44304079247913,5.596512824964499,2.1870615019745087e-8
23,prec: maintain,-352.0910266435675,48.95962112602341,-7.191457338635761,6.410336479284786e-13
23,spkr: old,44.3552192946876,16.44306187378648,2.6975036422747194,0.006986152049877154
24,(Intercept),2271.856746561554,90.61071049137982,25.07271749930363,9.870893885001415e-139
24,load: yes,77.05949425877168,16.174741860275144,4.764186960413156,1.8961663501871632e-6
24,prec: maintain,-317.17255853115245,47.90427490945699,-6.620965647233668,3.56859904854739e-11
24,spkr: old,73.8622863688053,16.174764632863468,4.566513828506278,4.959023380433875e-6
25,(Intercept),2107.9334067214345,88.02515920465794,23.94694228067799,9.943471852091674e-127
25,load: yes,60.650367456646926,16.364907778287137,3.7061233878211937,0.00021045579947736524
25,prec: maintain,-333.2100059384262,49.13672122732924,-6.7812828698285,1.1911339486563432e-11
25,spkr: old,42.97192160723349,16.364930466560953,2.625854212765496,0.008643182765763292
26,(Intercept),2305.043350649141,76.67722553282333,30.06164261463031,1.5380650625076852e-198
26,load: yes,88.26455952284384,15.658369998700408,5.636893209840456,1.731454082291664e-8
26,prec: maintain,-337.78278042881885,49.9283112455225,-6.765355606917523,1.3298216303461563e-11
26,spkr: old,71.16537902939737,15.65838979667031,4.544872107126263,5.4968619530076565e-6
27,(Intercept),2121.158628351549,74.19439344508183,28.58920371013769,9.152179843251723e-180
27,load: yes,74.48622761341906,16.157287072686238,4.610070197944148,4.0253302719319925e-6
27,prec: maintain,-282.75647658822265,45.723369129438645,-6.184069152641948,6.246998046549499e-10
27,spkr: old,76.64227336533985,16.15731134192519,4.743504147652805,2.1005264083964107e-6
28,(Intercept),2090.691243486228,79.05083774937272,26.447426782682236,3.906093622950521e-154
28,load: yes,95.91798352853952,16.183303765916087,5.9269717058981435,3.0857211802398177e-9
28,prec: maintain,-305.2249057807279,54.01604609791535,-5.650633984343173,1.598571489779309e-8
28,spkr: old,45.9300827873557,16.18332502408571,2.8381116191510563,0.004538130985267391
29,(Intercept),2135.575494375534,78.31566592035692,27.26881613376443,9.943440706207989e-164
29,load: yes,87.44732749496686,16.320047793520477,5.358276434073063,8.401961957105356e-8
29,prec: maintain,-327.80793981153084,50.68315793601802,-6.467788377065075,9.944763429987398e-11
29,spkr: old,54.73130795420115,16.32006914933298,3.3536198562270236,0.0007976186097767764
30,(Intercept),2047.2641879649532,92.96981615356952,22.020740415182047,1.8226161712771826e-107
30,load: yes,70.92685190212777,16.047805601618382,4.419722774743418,9.882759745300944e-6
30,prec: maintain,-257.70080344403794,47.888660552632075,-5.3812489317969465,7.39708190431949e-8
30,spkr: old,57.422268504274406,16.04782898942265,3.5781954395278155,0.00034597471175706223
31,(Intercept),2132.3632207108567,89.10718057670346,23.930318599580406,1.481375921121005e-126
31,load: yes,71.34455883034916,16.22405038042233,4.3974566866755485,1.0952673263446454e-5
31,prec: maintain,-382.4680207657528,52.71787132825986,-7.254997425526314,4.01669475180453e-13
31,spkr: old,66.31986400216704,16.22407230708914,4.087744602394828,4.35587306817441e-5
32,(Intercept),2190.0190661754573,85.6209707974493,25.57806861774918,2.6762242578984445e-144
32,load: yes,83.48879164874579,16.2425147371395,5.140139504250753,2.7453456339542695e-7
32,prec: maintain,-388.58157338745616,54.78643704368781,-7.092660051567021,1.3155834974339908e-12
32,spkr: old,63.95866587282304,16.24253698671394,3.9377263493467742,8.225732593972189e-5
33,(Intercept),2220.3053871999255,63.7358772663159,34.836037133725085,6.92838716310407e-266
33,load: yes,84.75451687513886,15.841656103557149,5.350104580044995,8.790341938841949e-8
33,prec: maintain,-382.0404457695348,46.77401048892423,-8.167793220553525,3.140816552848313e-16
33,spkr: old,97.07518666108564,15.84167570660492,6.1278357453442736,8.908247839533414e-10
34,(Intercept),2081.3158613835903,78.19668732819065,26.61641985738258,4.3826133926150473e-156
34,load: yes,58.52800163528193,15.985577428597194,3.661300437641934,0.0002509382839478798
34,prec: maintain,-260.004489835243,50.87888941518296,-5.110262681120043,3.217111948021198e-7
34,spkr: old,88.17482300333278,15.985598535602314,5.51589124466965,3.470168144365396e-8
35,(Intercept),2169.9060902558736,72.7516495389156,29.82621155682757,1.7866552921744707e-195
35,load: yes,79.15309186128565,16.202896454409238,4.885119897174063,1.033659338691564e-6
35,prec: maintain,-318.8624326037097,47.67169007863063,-6.688716764137618,2.251359850574335e-11
35,spkr: old,69.51016293738228,16.20291810529148,4.289978045046215,1.7869078243745404e-5
36,(Intercept),2290.0308413837656,81.81105010240938,27.991705747782877,2.050059556379774e-172
36,load: yes,38.30985099858509,16.186817267088628,2.366731542492759,0.017945944844517232
36,prec: maintain,-257.1087192791899,51.045866976238905,-5.036817562504526,4.733355258341066e-7
36,spkr: old,90.89761178528491,16.18683831641988,5.615526022341166,1.959651604664097e-8
37,(Intercept),2257.011207301219,59.93922401974076,37.65499544268175,2.7103476884643e-310
37,load: yes,88.67499952676279,16.078191698678534,5.51523462268776,3.483149652401576e-8
37,prec: maintain,-377.4888773527098,40.654361292735175,-9.285323034214437,1.6121738847536962e-20
37,spkr: old,50.08475039324155,16.078210776599327,3.115069897338097,0.0018390132608778521
38,(Intercept),2263.5867142070124,81.13960228656136,27.897434180324,2.8663146256022575e-171
38,load: yes,110.88807796648939,15.828273325164446,7.005696432484201,2.4576026013591444e-12
38,prec: maintain,-394.050652241932,36.11994361568538,-10.909503526212935,1.0382179275959367e-27
38,spkr: old,78.43170908464762,15.828298829925979,4.955157210979596,7.22718305001973e-7
39,(Intercept),2206.169188032104,89.73238683960112,24.586097235724786,1.779101933104587e-133
39,load: yes,70.52350589689163,15.696705929109426,4.492885718531957,7.026449545143893e-6
39,prec: maintain,-317.7054620869765,48.67146038505936,-6.527551455688441,6.685354439668546e-11
39,spkr: old,53.39385018660844,15.696728036251852,3.4015910872185886,0.000669947983642044
40,(Intercept),2257.052815490604,82.81508801507889,27.254125662218005,1.4849027922785552e-163
40,load: yes,74.24576809115426,15.862582326963565,4.680559984546128,2.8609238617251467e-6
40,prec: maintain,-370.81552645952513,54.04173960031005,-6.86165044282545,6.80694654086843e-12
40,spkr: old,51.50399041930109,15.862603734240649,3.246881236030991,0.001166770667052266
41,(Intercept),2329.1024845571537,67.24424039958133,34.63646062052409,7.143102610186887e-263
41,load: yes,76.69591883699687,15.673072886818424,4.893483198275731,9.906677551891369e-7
41,prec: maintain,-371.1965063568842,51.04877624537565,-7.271408516683291,3.5575827222390967e-13
41,spkr: old,70.9338128225994,15.673091912881624,4.5258340356122915,6.015777795697593e-6
42,(Intercept),2135.5013726605034,76.3027277070568,27.987221909800784,2.324555543312229e-172
42,load: yes,103.69797414370711,15.508441881967055,6.686550133981242,2.2849289399760548e-11
42,prec: maintain,-297.7022092117772,43.4033416029422,-6.858969798574143,6.9358899007259025e-12
42,spkr: old,83.09280667700784,15.508463267636753,5.3579007309129665,8.41944754530408e-8
43,(Intercept),2228.204327253349,80.49174764469022,27.682394685840027,1.1375981370335085e-168
43,load: yes,67.01914957943292,16.10136084455493,4.162328279357648,3.150190262777663e-5
43,prec: maintain,-356.87711585333005,41.197980632286,-8.662490500169149,4.615674687480641e-18
43,spkr: old,68.03112512686018,16.101383521698253,4.225172640300214,2.3875766893548e-5
44,(Intercept),2212.266455929591,69.76773989648557,31.709017078838038,1.1670204247898355e-220
44,load: yes,83.2566657407639,16.074080399646917,5.179560116085566,2.2240973148148968e-7
44,prec: maintain,-283.93796222690054,50.388054652336905,-5.635025288949749,1.7503265008856434e-8
44,spkr: old,79.29127737154616,16.07410076770231,4.9328592944288445,8.103453122883126e-7
45,(Intercept),2244.4480414517043,77.5386924716127,28.94616829234524,3.135876020776763e-184
45,load: yes,82.01461024974472,16.243471498347606,5.049081426842027,4.4393949729026286e-7
45,prec: maintain,-370.170277155296,54.09319144491156,-6.843195368353833,7.744591499718266e-12
45,spkr: old,82.54084679657697,16.243492913073393,5.081471530679519,3.745221504405059e-7
46,(Intercept),2144.4312301093996,80.97447146015585,26.482806141742888,1.529415908755604e-154
46,load: yes,101.33110842183592,16.10122296720279,6.2933796164577815,3.1062742775991505e-10
46,prec: maintain,-339.9096895548937,39.18668676928341,-8.674111479650094,4.167918670823989e-18
46,spkr: old,65.00980924513843,16.101245845811263,4.037563916959303,5.400913203548792e-5
47,(Intercept),2141.8375361193876,76.27044575733233,28.082142628797737,1.6187665630434386e-173
47,load: yes,73.8087261147129,15.543905223641866,4.748402994792569,2.0502918613667264e-6
47,prec: maintain,-325.69056120362796,56.73647941922664,-5.740408367553014,9.444851585052969e-9
47,spkr: old,62.679277859391675,15.543924684195142,4.03239716692163,5.521077626234261e-5
48,(Intercept),2206.481091188598,80.88402426120041,27.279566160842393,7.413641292137691e-164
48,load: yes,59.500734388215875,15.896722435134514,3.742956111299329,0.00018186800390088253
48,prec: maintain,-401.2595293267665,48.57931696475598,-8.25988413171552,1.4581394187742597e-16
48,spkr: old,56.07274304128329,15.89674488012919,3.5273097394532504,0.00041980535051014796
49,(Intercept),2117.446678947551,70.77479462462149,29.918090051382826,1.1448267285951608e-196
49,load: yes,62.524977409794054,15.914585820088718,3.9287844570148858,8.537631939317736e-5
49,prec: maintain,-361.0849358230246,43.627069128779006,-8.276626026771794,1.267143899711466e-16
49,spkr: old,71.15572686226045,15.914606497191276,4.471095585983765,7.781990457499963e-6
50,(Intercept),2009.7241354168962,70.47518667432146,28.516762143592377,7.259861219969696e-179
50,load: yes,87.77542212153381,15.993500883384238,5.488193158054865,4.060658938897026e-8
50,prec: maintain,-223.53946540943778,33.65180386998768,-6.642718657016814,3.0794932090813065e-11
50,spkr: old,65.54719908776305,15.993524851107093,4.098358535593595,4.1609041653963774e-5
51,(Intercept),2111.6203920936423,70.63287161834826,29.8957177262082,2.236890378999955e-196
51,load: yes,61.54922376419999,15.966936081597373,3.85479239408607,0.00011582787700293066
51,prec: maintain,-311.92302278711475,46.60850034198476,-6.692406331429113,2.1953026971734003e-11
51,spkr: old,74.332092544783,15.96695681686808,4.655370049366942,3.2339933156007677e-6
52,(Intercept),2108.1131722409314,95.40281514979038,22.096970293078016,3.3799890699709092e-108
52,load: yes,70.37199819044817,15.684946115206177,4.486594832622614,7.2370512783321184e-6
52,prec: maintain,-272.2578550400917,51.80422164694876,-5.255514828416065,1.4761095878000209e-7
52,spkr: old,47.831904892410655,15.6849687264185,3.0495377916722552,0.0022919379530322173
53,(Intercept),2187.5184703854015,79.1272686938294,27.645570313435975,3.1548962486338528e-168
53,load: yes,88.4222498139635,16.020273789884794,5.51939692003225,3.4016506197332353e-8
53,prec: maintain,-332.611891644419,46.944926467620284,-7.085150977365663,1.3889279565740414e-12
53,spkr: old,79.08938976870468,16.02029544436089,4.9368246698935865,7.940479649227026e-7
54,(Intercept),2299.562585239566,75.91033277172009,30.29314325567353,1.4113406029739531e-201
54,load: yes,79.23511179341062,15.963842097297427,4.963411145668035,6.926573721016245e-7
54,prec: maintain,-329.1445440994759,40.214453010717094,-8.184732588847083,2.7290896933244507e-16
54,spkr: old,52.325193829451514,15.963864186291246,3.2777273233372326,0.0010464643098050043
55,(Intercept),2146.4611288841297,72.5056947147039,29.604035066901233,1.325847546881111e-192
55,load: yes,68.31130032656603,16.125869323421092,4.23613133385319,2.2740380035348137e-5
55,prec: maintain,-316.1264061773219,54.44311958112615,-5.806544676527202,6.377526092958552e-9
55,spkr: old,69.63118176492374,16.12588962130847,4.317974598617759,1.5746754739931876e-5
56,(Intercept),2205.4652814188344,75.63754065164775,29.158342040445344,6.548604492298165e-187
56,load: yes,71.1990154870502,16.141674071592714,4.41088174443761,1.0295053395023577e-5
56,prec: maintain,-276.0192739558117,46.623012372636566,-5.9202368081606345,3.2147838165253116e-9
56,spkr: old,87.71473294845418,16.141696181971806,5.434046828760179,5.509011296805113e-8
57,(Intercept),2238.0024160515763,72.08038925938371,31.048700472441254,1.1878811289530757e-211
57,load: yes,81.4667751798444,15.938603941237872,5.111286752603584,3.199718690626892e-7
57,prec: maintain,-434.5429093797448,48.854783439029774,-8.89458265477831,5.863925159774873e-19
57,spkr: old,49.20724268646993,15.93862476255161,3.0872953858656724,0.0020198677430350955
58,(Intercept),2159.3680646217376,83.63046986400371,25.820350742178174,5.239907054811641e-147
58,load: yes,108.13475591192751,16.207240320542464,6.672002992074359,2.5233542342709334e-11
58,prec: maintain,-289.2242105108748,51.64370724511433,-5.600376617777307,2.1388659896531238e-8
58,spkr: old,42.79568557678762,16.207261949233523,2.640525321972199,0.008277760650642979
59,(Intercept),2225.8785768281514,73.078304293249,30.458815353680542,9.155921138140533e-204
59,load: yes,82.77209714783797,16.05324026511783,5.156099066659701,2.5214752983655925e-7
59,prec: maintain,-319.5922280990829,56.539839713762554,-5.652513868398708,1.5811803628954567e-8
59,spkr: old,90.14932946167829,16.053259486881817,5.615640209101789,1.9583578059598336e-8
60,(Intercept),2113.235156156954,83.03103433687247,25.451148152426512,6.855882788466288e-143
60,load: yes,90.92833371503262,16.551836879860254,5.493549409351134,3.939348259339316e-8
60,prec: maintain,-352.05599010345713,55.26121247519397,-6.37076123260036,1.880922710968271e-10
60,spkr: old,77.63763179842054,16.551856317946935,4.690569462848659,2.724457143307785e-6
61,(Intercept),2084.3308930448547,84.3943365923735,24.697520914373893,1.137128032478087e-134
61,load: yes,88.67684599455518,16.384943961160946,5.4120933342680795,6.22922040366197e-8
61,prec: maintain,-254.2370137769622,43.000486269322735,-5.912421831339594,3.371138446976595e-9
61,spkr: old,81.6841294193977,16.38496744308037,4.985309229521491,6.186279163449196e-7
62,(Intercept),2117.058326905755,75.20807410945116,28.14934901570244,2.440755301800192e-174
62,load: yes,82.25444729044158,15.962448570342593,5.152996855586811,2.563562652390378e-7
62,prec: maintain,-315.0262901616812,36.85255294780795,-8.548289466074003,1.2492608660042067e-17
62,spkr: old,65.43718966175341,15.962471248521085,4.099439782409389,4.1415140667151906e-5
63,(Intercept),2079.6753808234253,78.75164439305271,26.408024833661624,1.108206903132193e-153
63,load: yes,71.1370456981475,15.700991923244928,4.530735767899535,5.877861723533109e-6
63,prec: maintain,-275.30839899527564,58.849184881787295,-4.678202417727596,2.894007865966664e-6
63,spkr: old,73.67922323084925,15.701012148478076,4.69264162934815,2.696996980137561e-6
64,(Intercept),2217.85709521081,78.65907113394745,28.195821069817256,6.579832697927916e-175
64,load: yes,96.07420750855695,15.913389081415508,6.0373190787346145,1.5669568988275145e-9
64,prec: maintain,-381.48812468051585,50.84035264015891,-7.503648280739451,6.206570076341037e-14
64,spkr: old,76.72177761553263,15.91341089519318,4.821202576922543,1.4269535571445672e-6
65,(Intercept),2236.3025698658184,69.42109956637954,32.21358612632598,1.1389531601484612e-227
65,load: yes,104.37954132804711,16.10511410137427,6.48114261538453,9.103057431831534e-11
65,prec: maintain,-370.17111203162614,33.31883964215475,-11.109964092605686,1.1220462482643035e-28
65,spkr: old,81.2706435280898,16.105138583439814,5.046255461077295,4.5055290566747575e-7
66,(Intercept),2135.2720454331566,69.831550795576,30.577468509670148,2.4400837724834574e-205
66,load: yes,92.81068138825607,16.150498256683825,5.746614123799351,9.10481868207467e-9
66,prec: maintain,-259.94994982850204,37.93893673898444,-6.851798499703038,7.29272336924593e-12
66,spkr: old,60.58553716657822,16.15052069025041,3.7513055045433865,0.00017591618999729616
67,(Intercept),2315.580003943262,71.65216337567664,32.31695869114985,4.041993745640715e-229
67,load: yes,79.34831860081901,15.937286886799567,4.978784605210384,6.398480215077276e-7
67,prec: maintain,-409.9516578894951,43.107694900593614,-9.509941527489326,1.907697361478655e-21
67,spkr: old,57.76212333813832,15.937308546361011,3.6243336301176923,0.0002897074358622742
68,(Intercept),2020.540886810002,74.43381922654582,27.145468387969043,2.863956564825419e-162
68,load: yes,83.57790323927549,16.450763560442248,5.0804877799258,3.764669528133608e-7
68,prec: maintain,-268.40960615141034,43.38423889954662,-6.186799929183852,6.139780818973506e-10
68,spkr: old,38.63510956899235,16.450786054455328,2.3485266564833167,0.018847850037183853
69,(Intercept),2245.9721918085183,69.86306612760288,32.14820528641435,9.357248770364023e-227
69,load: yes,80.46276110919786,15.542154923013845,5.177065954351907,2.2540255016090077e-7
69,prec: maintain,-374.26768967364734,41.07584936223501,-9.111623873510153,8.115798049129348e-20
69,spkr: old,103.69715324384885,15.542176726085966,6.671983922934276,2.5236822191964004e-11
70,(Intercept),2211.0884508320387,79.41748921581336,27.84132906573649,1.3717192137738786e-170
70,load: yes,75.13755814256818,16.478603607662752,4.559704203797238,5.122572368495751e-6
70,prec: maintain,-321.0361750076971,49.69623123193782,-6.459970244209982,1.0472357098490699e-10
70,spkr: old,65.55060752489533,16.478626112720388,3.9779170348609756,6.9521619136027e-5
71,(Intercept),2158.226352893941,68.92534187843634,31.31252300061719,3.151630280774718e-215
71,load: yes,65.75821842452207,15.880780423079672,4.140742247714419,3.46183790261472e-5
71,prec: maintain,-354.9878287247911,46.33201777955096,-7.661825358304772,1.8330880080348195e-14
71,spkr: old,64.62397874828048,15.880800927087932,4.069314831473717,4.715159660826717e-5
72,(Intercept),2026.1099091917274,69.5863611846898,29.11648022252824,2.22075053508085e-186
72,load: yes,72.25775822223419,16.02426536160405,4.50927119538172,6.505070977738704e-6
72,prec: maintain,-272.89504507229736,47.81625320985097,-5.707160782227,1.1487625818337395e-8
72,spkr: old,75.86479362981157,16.02428559982999,4.73436354820189,2.1974354540098167e-6
73,(Intercept),2170.514284208566,75.97821622175579,28.567586765574205,1.6988289237881925e-179
73,load: yes,62.89298755974589,15.915736244391795,3.9516228840439225,7.76229957711309e-5
73,prec: maintain,-261.9564603518159,40.688043935007734,-6.438167948556265,1.2092415722006132e-10
73,spkr: old,88.90435092618284,15.915757509779818,5.585932738140389,2.3244919651197197e-8
74,(Intercept),2181.9313199301655,61.621541487731335,35.40858062378367,1.2598378713365774e-274
74,load: yes,69.67370853088708,15.83279134992988,4.400595384034771,1.0795425988129664e-5
74,prec: maintain,-335.6902003755324,43.97174288724837,-7.634225489681039,2.2718199304321783e-14
74,spkr: old,55.97978624329961,15.83281094893938,3.535682098638942,0.0004067238190372709
75,(Intercept),2157.694131833049,73.37640837579971,29.405829197612768,4.6257330135208e-190
75,load: yes,89.32140609449637,16.39261402423518,5.448881182857216,5.0687659630395944e-8
75,prec: maintain,-261.84183442724736,47.97263319793412,-5.458150136284853,4.811207631965022e-8
75,spkr: old,39.59791082762878,16.392634911853,2.415591577592982,0.01570967150648491
76,(Intercept),2250.37067670997,85.66871714042291,26.268289660755634,4.41856694482975e-152
76,load: yes,103.26968857877668,16.468342819556753,6.270800268752008,3.591971371461713e-10
76,prec: maintain,-388.89069677653447,46.67077074072216,-8.33263926445533,7.905977482698706e-17
76,spkr: old,85.77861341884909,16.468365366117432,5.208690207671302,1.9017833110619052e-7
77,(Intercept),2120.635125880296,78.84670543231556,26.895671978339216,2.467757417726241e-159
77,load: yes,93.51668497522516,16.216209400781047,5.766864663866573,8.075985276230802e-9
77,prec: maintain,-294.3053758838214,46.42266096894562,-6.3396920758311675,2.3022483022228927e-10
77,spkr: old,82.68695316248487,16.216231688151122,5.099023913360992,3.4140942291627467e-7
78,(Intercept),2157.989114113764,75.7456674192877,28.489934640991212,1.561096057646294e-178
78,load: yes,91.54786928533086,16.289018418108434,5.620220134539076,1.9071429773493474e-8
78,prec: maintain,-332.7076207514337,49.05627060525009,-6.782162945664824,1.1838983281135843e-11
78,spkr: old,49.85283060352119,16.289038739525182,3.0605139689768075,0.0022095745321483837
79,(Intercept),2230.615199521743,78.63675863674054,28.36606236309896,5.304686665758192e-177
79,load: yes,68.1694932533153,16.36224068388219,4.166268824077769,3.096255649978813e-5
79,prec: maintain,-342.1079493032144,46.248638730579046,-7.397146352699387,1.391421725702247e-13
79,spkr: old,65.26404993281909,16.362263309161616,3.9886932938107784,6.643825481532255e-5
80,(Intercept),2203.6469154786573,67.17439540272835,32.804864149014044,5.019000412785962e-236
